Document,ID,Topic,topic#0,topic#1,topic#2,topic#3,id,year,cited_by,document_type,title,doi
dynamic fibril collagen remodeling tumor cell tumorassociate collagen signature many solid tumor characterize dense extracellular matrix ecm compose various ecm fibril protein protein provide structural support biological context reside cell reciprocal interaction grow migrate tumor cell surround stroma dynamic change ecm architecture property imaging technique several specific pattern collagen surround breast tumor identify tumor murine clinical histology image tumorassociate collagen signature tac include loosely organize fibril far tumor fibril align either parallel perpendicular tumor colony correlate tumor behavior benign growth invasive migration however fully understand one specific fibril pattern dynamically remodel form another alignment present novel multicellular latticefree multicelllf agentbased ecm contrast static histology image simulate dynamic change tacss allow identify rule cellecm physical interplay feedback guide emergence transition among various tacss,10,-1,0.0,0.0,0.0,0.0,WOS:001116583900001,2023.0,10,Article,Dynamics of Fibril Collagen Remodeling by Tumor Cells: A Model of   Tumor-Associated Collagen Signatures,10.3390/cells12232688
multimethod simulation optimisation maximise benefit renewable energy community realworld case study italy paper introduce novel multimethod modelling framework renewable energy community recs integrate agentbased modelling discreteevent simulation system dynamic hybrid approach enable comprehensive assessment recs capture technical economic dynamic work key contribution twofold flexible technical modelling framework adaptable diverse geographical regulatory context optimisation aim minimise cost maximise benefit decision support optimisation build upon modelling framework adjust various rec configuration allow variation photovoltaic capacity demand pattern energy price structure regulatory scheme flexibility enable policyaware contextsensitive simulation optimisation rec operation enable evaluation wide range scenario help stakeholder assess shortterm longterm technical economic performance make robust tool forecasting strategic planning,11,2,0.0,0.0,1.0,0.0,WOS:001460923600011,2025.0,1,Article,Multi-Method Simulation and Optimisation for Maximising Benefits in   Renewable Energy Communities: A Real-World Case Study from Italy,10.22364/bjmc.2025.13.1.11
effect individual strategy resource access collaboratively maintain irrigation infrastructure build infrastructure water energy supply transportation service underpin human wellbeing socioeconomic development fundamental understanding infrastructure design strategy interact guide important design decision well policy formulation ensure longterm infrastructure viability conjunction improved individual benefit work agent base abm develop study issue specific case irrigation canal cooperatively maintain irrigation canal serve essential role sustain agriculturebased economy many region canal system design strongly affect benefit derive distribute regional agricultural output longterm viability shared infrastructure abm investigate option independent water interact canal design affect canal maintenance cooperation farmer income independent water stylize well provide access groundwater represent strategically robust design option design option reduce implementer utility vulnerability unfavorable action actor system demonstrate strategically robust design improve implementer utility probability collaboration contrast demonstrate option individual resource access strategically robust design option represent well reduce cooperative maintenance case however well improve farmer income especially downstream farmer affect water theft,12,0,0.0,0.5032554319015877,0.2500813789783334,0.24666318912007884,WOS:000998834900001,2023.0,4,Article,Effects of individual strategies for resource access on collaboratively   maintained irrigation infrastructure,10.1002/sys.21701
conformity mass medium influence sznajd regular lattice polarization opinion difficulty reach consensus central problem many modern understand dynamic govern process therefore one main aim sociophysic work sznajd opinion dynamic investigate monte carlo simulation perform four different regular lattice triangular honeycomb square von neumann moore neighborhood main objective discuss interplay probability convince conformity mass medium external influence provide detail possible phase transition indicate strong bond openness discussion argumentation may help reach consensus external influence become destructive different level depend lattice,13,1,0.0,1.0,0.0,0.0,WOS:001210032200001,2024.0,1,Article,Conformity and Mass Media Influence in the Sznajd Model on Regular   Lattices,10.3390/e26040307
cultural multiplier climate policy achieve deep decarbonisation design climate policy need account consumption choice influence pricing social learning involve change pertain whole spectrum consumption likely involve shift lifestyle regard crucial consider social learning short term slow longerterm cultural change analyse interaction climate policy cultural change focus carbon pricing extend notion social multiplier environmental policy derive study context multiple consumer need allow behavioural spillover give rise cultural multiplier develop assess multiplier contribute effectiveness carbon pricing cultural multiplier stimulate great reduction emission compare fix preference social multiplier finding good news policy acceptance since cultural multipli greatly increase effectiveness carbon price mean low price suffice give emissionsreduction goal high carbon price distinction social cultural multipli effect diminish strong price signal drive even resistant individual toward lowcarbon consumption vary economic social condition substitutability low highcarbon good social network structure proximity likeminded individual diversity consumption lifestyle heterogeneity preference provide insight cultural change leverage secure maximum effectiveness climate policy,14,2,0.0,0.0,1.0,0.0,WOS:001632314900001,2025.0,0,Article,The Cultural Multiplier of Climate Policy,10.1007/s10640-025-01048-z
hybrid agent base reinforcement learning fuzzy computing qrung orthopair fuzzy information electricity purchasing negotiation smart grid smart grid electricity procurement require efficient multiissue negotiation uncertainty participant lack complete information opponent preference must balance individual utility social welfare paper hybrid negotiation framework integrate qrung orthopair fuzzy set rofs preference modeling qlearne online estimation opponent weight fuzzy inference system adaptive concession acceptance decision buyer offer rank qrofs aggregation mechanism capture preference vagueness reinforcement learn dynamically estimate opponent issue weight base observed negotiation outcome kaldorhick welfare change evaluate simulate electricity purchasing scenario involve multiple seller three negotiation issue across different value demonstrate approach consistently improve joint utility fairness compare stackelberginspired benchmark achieve average increase joint utility produce balanced robust agreement approach pareto frontier finding confirm effectiveness combine fuzzy preference modeling learningbase adaptation welfareoriente ward automate energy negotiation,15,2,0.0,0.0,1.0,0.0,WOS:001678339200002,2026.0,0,Article,A hybrid agent based on reinforcement learning and fuzzy computing using   q-rung orthopair fuzzy information for electricity purchasing   negotiation in smart grids,10.1016/j.asoc.2026.114683
social interaction lead polarization past decade number close social connection increase substantially least factor time societal opinion become increasingly polarize many western country explore whether trend could connect employ simple computational peoplewithin social networkscontinuously compare update opinion know realistically capture homophily social balance exhibit phase transition phenomenon critical social connectivity explosive transition toward strong polarization must occur allow understand empirical inflation polarization last decade function observe increase value social connectivity presence small fraction synchronize influencer transition become continuous however polarization appear low connectivity discuss implication presence phase transition social polarization,16,1,0.0,1.0,0.0,0.0,WOS:001637731400001,2025.0,6,Article,Why more social interactions lead to more polarization in societies,10.1073/pnas.2517530122
comparison land cover change erosiondeposition pattern bronze agei cal eastern southwestern anatolia land archaeological important consequence ecosystemic change long term directly affect sustainability economy sociopolitical organization near east sociopolitical organization mode production land pattern diversify spatiotemporally bronze age cal socially complex entity emerge across region transformative phase anatolia witness polity vary level organization mode subsistence translate diverse land pattern focus agentbased modeling simulate long term impact land useland cover change major bronze age arslantepe cal eastern anatolia hacilar buyuk hoyuk cal southwest anatolia arslantepe hacilar buyuk hoyuk situate different environment climate vegetation different level social organization economy compare land pattern contemporary otherwise different polity present important term understanding land pattern diversify ecological long term,17,0,0.0,0.5199329174419965,0.48006708255800334,0.0,WOS:001184368000001,2024.0,2,Article,The comparison of land cover change and erosion-deposition patterns   during the Early Bronze Age-I (ca. 5100-4700 cal. BP) in Eastern and   Southwestern Anatolia,10.1016/j.jasrep.2024.104435
life history trait target pest transmission route biocide critical success boost sterile insect technique sterile insect technique sit environmentally friendly pest control strategy consist inundative release massreare sterilize male define area mate wild female offspring decline pest population technique effectively manage many crop pest vectorborne disease worldwide new approach call boost sit gain efficiency combine sit contamination wild female sterile male previously coat biocide present study investigate extent life history trait target pest biocide make boost sit efficient classical sit build generic agentbased sit simulate population dynamic insect pest explore parameter relate mating system spermatic competition fecundity take example biology three wellknown dipteran pest species bactrocera dorsalis ceratitis capitata glossina palpali gambiensi find boost sit beneficial sit horizontal transmission biocide generation progeny must high female fecundity key parameter behind success boost sit efficient insect pest low reproduction rate particular vertical transmission late killing time critical parameter observe high level virulence help boost sit already advantageous otherwise become detrimental boost sit might advantageous depend life history trait target pest transmission route extensive exploration easily tailor pest different life history trait,18,0,0.0,0.0,0.0,0.0,WOS:001359635600001,2024.0,2,Article,Life history traits of the target pest and transmission routes of the   biocide are critical for the success of the boosted Sterile Insect   Technique,10.1016/j.cris.2024.100101
design polymer boron crosslinking agent base scale effect study crosslinking mechanism guar gum ultralow concentration guar gumbased fracture fluid reveal scale disparity approximately ten thousandfold molecular chain conventional boron crosslinker lead pronounce scale structure effect traditional crosslinking theory focus solely group interaction lack holistic molecular structural perspective address study synergistically optimise scale structural effect overcome theoretical limitation target core issue low crosslinking efficiency low concentration novel polymeric boron crosslinking agent pcaap acrylamide primary monomer 3acrylamidophenylboronic acid 2acrylamido2methylpropane sulfonic acid functional monomer innovation lie achieve molecular scale match pcaap size reduce scale disparity one tenthousandth synergistic multicrosslinke thereby overcome traditional limitation base highly efficient crosslinking hydroxypropyl guar gum ultralow concentration successfully achieve degree indicate min shearing system maintain viscosity mpa sdot represent improvement compare traditional boron crosslinking agent gelbreake residue mgl molecular dynamic simulation reveal reinforcement mechanism stem significantly enhance hpgcrosslinker interaction energy restrict hightemperature water molecule migration pcaap enable reduction guar gum dosage exceed offer novel solution lowdamage fracture establish theoretical foundation develop highly efficient lowcost crosslinking agent,19,-1,0.0,0.0,0.0,0.0,WOS:001663864700001,2026.0,1,Article,Design of polymer boron crosslinking agents based on scale effects and   study of the crosslinking mechanism of guar gum at ultra-low   concentrations,10.1016/j.ijbiomac.2026.150086
evaluate sensitivity robustness occupancy build energy simulation design occupancy modeling play crucial role build energy simulation build design yet study investigate influence type input assumption remain sparse study evaluate sensitivity parameter robustness uncertainty parameter range data availability design phase assess three occupancy modelsdeterministic probabilistic agentbase open dataset occupancy datum across four space type finding reveal predictive performance deterministic probabilistic influence heavily sensitive parameter contrast parameter affect prediction performance agentbased suggest need prioritize sensitive parameter estimation enhance prediction accuracy deterministic probabilistic specifically occupancy density startend time follow schedule fraction emerge highly sensitive due significant impact average occupancy profile find hourly energy prediction narrow range top five sensitive parameter decrease coefficient variation root mean square error cvrmse reduce standard deviation half underscore importance careful parameter estimation improve reliability occupancy build energy simulation,20,1,0.0,1.0,0.0,0.0,WOS:001333684900001,2024.0,6,Article,Evaluating the sensitivity and robustness of occupancy models for   building energy simulation during design,10.1016/j.buildenv.2024.111739
enhance predictability ecology change world call organismbase approach ecology usually good make descriptive explanation observe often unable make prediction response ecosystem change implication humandominated world suite anthropogenic stress threaten resilience functioning ecosystem sustain mankind range critical regulating support service ecosystem becauseandeffect relationship difficult elucidate complex network negative positive feedback therefore able effectively predict ecosystem could pass different potentially unstable new vitally important rapid global change argue well prediction may reach focus organism instead specie organism principal biotic agent ecosystem react directly change environment several study change ecosystem may accurately describe change organism interaction organismbase theory available simple derive first principle allow many prediction discuss traitbase ecology agent base maximum entropy theory ecology together form logical sequence approach allow organismbase study ecological community combine extend make possible predict spatiotemporal distribution group organism term metabolic energy distribute area time resource expect organismbase ecology ultimately improve ability predict ecosystem dynamic,21,0,1.0,0.0,0.0,0.0,WOS:000924883100001,2023.0,7,Article,Enhancing the predictability of ecology in a changing world: A call for   an organism-based approach,10.3389/fams.2023.1046185
effect acquire resistance cancer therapy outcome adaptive therapy evolutionbased treatment strategy exploit cellcell competition acquire resistance change competitive cancer cell tumor impact outcome aim determine adaptive therapy still effective cell acquire resistance develop agentbased spatial tumor growth consider three different type acquire resistance random genetic mutation cell division druginduce reversible plastic phenotypic change druginduced irreversible phenotypic change three resistance mechanism lead different spatial distribution resistant cell quantify spatial distribution extension ripleys kfunction sample ripleys kfunction srkf calculate nonrandomness resistance distribution tumor predict emergent spatial distribution resistance determine time progression adaptive continuous therapy notably high rate random genetic mutation lead quick progression due emergence many small clump resistant cell druginduce phenotypic change accelerate tumor progression irrespective treatment strategy lowrate switch sensitive reduce benefit compare furthermore demonstrate druginduced resistance necessitate aggressive treatment regardless presence cancerassociated fibroblast however optimal dose effectively delay tumor relapse suppress resistance study demonstrate diverse resistance mechanism shape distribution resistance thus determine efficacy adaptive therapy,22,-1,0.0,0.0,0.0,0.0,WOS:001014380000001,2023.0,2,Article,Modeling the effect of acquired resistance on cancer therapy outcomes,10.1016/j.compbiomed.2023.107035
policy tax incentive sustainable development region case far eastern federal district russia devote problem tax incentive sustainable development russian far east vast region deal significant demographic environmental challenge solve problem study apply mathematical modeling build hybrid mathematical far east development base principle agentbased systemdynamic approach implement anylogic simulation modelling program accuracy confirm compare prediction actual datum study construction interpretation several scenario regional development involve different type tax incentive policy investmentoriente tax incentive stimulate specific growth pole increase budgetary spending social focus fund taxis future generation high environmental taxis combination different incentive main experiment none tax incentive scenario panacea effective tool prove target investmentoriented tax incentive resident special economic zone nevertheless incentive automatically solve region sustainable development challenge stem exist environmental constraint addition tax policy option consideration limit demographic problem far east adversely affect rate technological change economic growth practical standpoint conclude strategic tax policy question base comprehensive approach employ mutually reinforce tax incentive innovation investment special economic zone environmental incentive capable gradually improve environmental situation field tax policy russian far east direct search measure fiscal regulation economic demographic environmental problem region complex,23,0,1.0,0.0,0.0,0.0,WOS:001289249000007,2024.0,1,Article,Modeling the Policy of Tax Incentives for Sustainable Development of the   Region: The Case of the Far Eastern Federal District of Russia,10.15826/jtr.2024.10.2.171
complex system analysis implication hydrogen fuel cell truck chinas road freight transportation chinas road freight transport volume dramatically increase recent year lead substantial energy consumption greenhouse gas emission hydrogen fuel cell vehicle provide novel approach hardtoabate industrial sector develop chinas road freight industry base agentbased complex system utilize evaluate diffusion hydrogen fuel cell truck hfct fleet environmental impact inspect five diverse pathway wherein pathway represent conventional businessasusual approach pathway signify potential technological advancement pathway illustrate application ccs technology pathway showcase potential increase production green hydrogen pathway encompass combination scenario base simulation follow draw truck purchaser sensitive price hydrogen hfct especially heavyduty truck purchaser without policy intervention hfct difficulty attract consumer near future fossil base hydrogen production ccs combine strengthen fiscal subsidy way achieve goal one million hfct tank wheel perspective pathway reach peak carbon emission complete standpoint welltowheel pathway increase proportion green hydrogen pathway introduce carbon capture storage ccs fossil base hydrogen production achieve significant carbon emission reduction,24,3,0.0,0.0,0.02801460713744573,0.9719853928625543,WOS:001203351200001,2024.0,23,Article,Complex system analysis of the implications of hydrogen fuel cell trucks   in China's road freight transportation,10.1016/j.ijhydene.2024.02.231
diffusion path distribute photovoltaic power generation technology drive individual behavior widespread adoption distribute photovoltaic power generation technology among electricity consumer crucial factor enable power system lowcarbon transition extensive explore consumer willingness adopt technology prior study primarily focus static psychological factor study however take heterogeneous behavioral perspective examine dynamic effect individual behavioral interaction technology diffusion utilize behaviordriven simulation technology develop diffusion pertain photovoltaic power generation technology enhance explanatory capacity predictive accuracy subject behavioral choice quantify effect adoption scale external economic intervention simulation indicate residential environment constraint individual behavioral difference influence diffusion potential technology furthermore nonmandatory promotion effective enhance adoption willingness interestingly find free installation intervention tend reduce diffusion effect later stage implement isolation insight contribute enhance diffusion distribute power generation technology development lowcarbon electricity,25,1,0.0,0.7265134379151471,0.27348656208485284,0.0,WOS:001146005600001,2024.0,6,Article,The diffusion path of distributed photovoltaic power generation   technology driven by individual behavior,10.1016/j.egyr.2023.12.009
chinas sustainable carbon neutral supply chain management global emission reduction carbon emission critical concern realm energy consumption many nation commit curb strive carbon neutrality address specific gap literature focus carbon emission reduction industrial sector application supply chain management scm principle monopolistic competition context utilize carbon neutral indicator specifically develop mathematical integrate agentbased simulation framework employ experimental design determine optimal decisionmaking process incorporate supply chain carbon neutral indicator finding highlight effectiveness specific carbon neutral indicator within scm greencredit policy promotion green product measure contribute significantly toward reduce global carbon emission paper offer insight government decisionmaker regard ideal implementation level strategy green credit policy promotion green product within supply chain environment provide guidance manufacturer achieve profit maximization progress towards carbon neutrality,26,3,0.0,0.025702399900549986,0.0,0.9742976000994499,WOS:001097887000015,2023.0,5,Article,China's sustainable carbon neutral supply chain management: a reference   to global emission reduction,10.1007/s11356-023-30551-3
smart city solution comparative analysis waste management iotenable environment multiagent simulation effective waste management arise crucial challenge smart city development current era rapid urbanization shift towards sustainability public health harness modern technology especially integration internet thing iot intelligent waste bin revolutionize urban waste collection optimize efficiency reduce cost paper delve multiagent simulationbase framework understanding assess dynamic iotenable smart waste management system initiate intricate process garbage generation shift focus realtime monitoring capability iotconnected waste bin study far explore protocol regulate bin status along time mechanism trigger garbage collection round subsequently predictive routing system introduce determine efficient garbage collection route bin fill level track ultrasonic sensor commonly send sound wave track echo return time whereas weight sensor measure garbage load bin provide insight waste production trend datum transmission bin central system various communication technology wifi cellular network longdistance network consider simulation contrast innovative iotenable sensorbase collection mechanism conventional periodic review strategy field experiment rayyan locale proximate doha qatar facilitate demonstration leverage regionspecific datum simulate various aspect include economic factor environmental impact public satisfaction operational efficiency finding indicate average daily garbage generation per individual sensordriven mechanism remarkably outperform periodic review approach cover distance truck concurrently achieve key objective costefficiency environmental preservation public satisfaction reduce employee workload contribute develop field smart city technology provide critical insight urban planner policymaker technologist attempt build sustainable efficient livable city,27,3,0.0,0.0,0.0,1.0,WOS:001182050700001,2024.0,60,Article,Smart city solutions: Comparative analysis of waste management models in   IoT-enabled environments using multiagent simulation,10.1016/j.scs.2024.105247
evaluation impact ondemand bus service traffic simulation paper smart card datum melbournes public transport network evaluate impact flexible ondemand transport system ondemand transport emerge mode urban passenger transport rely meet passenger demand travel dynamic flexible scheduling share vehicle initially simulation develop replicate exist fixedschedule bus performance extend incorporate ondemand transport service within network simulation undertake comparative analysis include reliability service quality operational efficiency networkwide effectiveness environmental impact ondemand bus reduce average passenger trip time increase vehicle occupancy rate reduce emission per passenger average weekday compare fixedschedule bus study offer insight successful ondemand transport implementation promote urban sustainability outline future direction particularly need accurate shortterm passenger demand prediction improve service provision passenger experience,28,3,0.0,0.0,0.0,1.0,WOS:001332970400001,2024.0,8,Article,Evaluation of the Impacts of On-Demand Bus Services Using Traffic   Simulation,10.3390/su16198477
